Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
,album; miniature; painting,"No: 1999,1202,0.1.5",The month of Margasirsa. November/December. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The nayaka (hero) holds a sword and appears as if ready for departure, while the nayika (heroine) appears to be exhorting him not to leave. There are miniature figures of warriors in the foreground which appear to have no connection with the text whatsoever, unless they are symbolic of one's own struggle toward spiritual salvation. Lotus blossoms proliferate in the pond symbolising spiritual salvation for as the lotus rises above the muddy waters of a stagnant pond, so also must all humans strive to rise above the mundane.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 28.60 centimetres painting including grey and white margins. ; Width: 20.20 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: Of all the months in the year, Margasirsa is dearest to God. This is the month that can bring spiritual salvation. The poet Keshavdas says that ponds and river banks are full of flowers and the joyous sound of swans fill the air. The days are neither too hot nor too cold. How lucky it is to be with one's beloved in this month. The nayika beseeches her lover 'I pray you my love. Do not think of leaving in this month of Margasirsa.' Inscription note: Verse from Keshavdas' Baramasa (song of the seasons).","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105 for examples of Amber paintings from this period.",Ebeling 1973 / Ragmala Painting,Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/8dbb93aa_65db_4200_b547_a3bb0055e404/preview_00302812_001.jpg,album; miniature; painting,"No: 1999,1202,0.1.1",Woman on a swing (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
A woman swings from a peepul tree while two other women converse in the foreground.",Manner/Style of: Manohar of Mewar,,,,,,,1680-1700 (circa),Made in: Rajasthan,,textile; paper,,,painted,,"Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: Forbidden, she swings with double force, neither hesitant nor afraid;
Her waist nearly snaps and the tree creaks, but bends lithely and survives. Inscription note: There is a pun on the word cati which means both waist and tree trunk which bend with the force with which she swings.","The foliage and figures are a continuation of the style of Manohar, the Mewari artist.","Ebeling 1973 / Ragmala Painting; Pal 1993 / Pleasure Gardens of the Mind: Indian Paintings from the Jane Greenough Green Collection; Ahluwalia 2008 / Rajput Painting: Romantic, Divine and Courtly Art from India",Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.1",,,
,album; miniature; painting,"No: 1999,1202,0.1.7",The month of Asoj or Asvina. September/October. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The nayaka (hero) is shown visiting the home of his beloved. He is welcomed and then shown seated next to the nayika in conversation with her. The foreground depicts a blue Brahmin worshipping the nine Durgas (Goddesses) while the Brahmins outdoors are performing pūjā to ancestors. The paper the Brahmin holds in his hand is probably a list of ancestral names, which he reads out and includes in the prayer. The worship of departed ancestral souls is called pitri paksha and performed in the month of Asvina. Viṣṇu plays the flute while Lakṣmī dances, a pictorial rendering faithful to the text. They are symbolic of the dance of creation as the earth is fresh and green with new, thriving plants owing to the last rains of the monsoons.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 29 centimetres painting including grey and white margins. ; Width: 20.20 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: During this month the spirits of ancestors come down to earth to receive propitiations from people on earth. People worship the nine Durgas for success in life and salvation beyond. Kings accompanied by pandits (religious advisors) set out on tour to see their kingdoms. The poet Keshavdas says, the sky is clear after the rainy season and lotuses are in bloom. The moon illuminates the clear unclouded nights. Lord Visnu and his consort, Lakshmi dance a celestial dance. The nayika requests her lover not to leave her in this month which is perfect for making love. Inscription note: Verse from poet Keshavdas' Baramasa (song of the seasons).","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105, for examples of Amber paintings from this period.",Ebeling 1973 / Ragmala Painting,Not on display,,,lotus blossom; dancer; actor/actress; seasons; hindu deity; literature,Associated with: Viṣṇu;  Associated with: Lakṣmī,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.7",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_14/fc40af48_f839_4c69_bb32_a3b600ef7c12/preview_00014549_001.jpg,album; painting,"No: 1999,1202,0.5.2",The month of Pausha. December/January. (Object),,,"One of a series of eight paintings bound in an album. The series are from a 'Baramasa' set or 'Songs of the seasons' providing visual imagery for Baramasa poetry. The main theme is that of nayakas' and nayikas' (lovers) love in union and in separation and their relationship with the months of the year.
In this cold month Krishna and Radha are shown seated on a terrace covered with warm shawls, a tray of betelnut near them. The blue skinned Krishna, crowned with a single lotus blossom on a gold crown over an orange turban is resplendent in a gold patterned tunic over gold and orange striped pyjamas leaning on an aquamarine cushion. The starkness of the white architectural setting is broken by green tiled flooring, stairs leading up to a terrace where the lovers sit, green awning, and by richly coloured carpets in blues, yellows and oranges. A man is being massaged by oil in a room off the courtyard, to the right of the picture plane. Another bare chested man awaits his turn in another small room off the courtyard, while two men draped in shawls warm themselves in front of an open fire in the courtyard. The sun is setting in the distant horizon over a yellow landscape indicating the dry winter months. However, the Bundi penchant for greenery and foliage is evident; the artist could not help but include some trees beyond the courtyard walls.",Author: Keśavdās (Author of the verses only),,,,,,,1675-1700 (circa),Made in: Bundi District,,,,,painted,Height: 30.20 centimetres page ; Height: 25.70 centimetres painting including black and white margins ; Width: 17.50 centimetres; Width: 21.70 centimetres,"Inscription type: inscription Inscription position: front page Inscription quoted: Album no.10; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: In the month of Pausha, cold water, dress, food or house are disliked. The earth and sky have become cold. In this season, rich and poor alike enjoy oil massage, cotton (cotton filled or warm clothes), betel chewing, fire (to warm the room), sunshine and the company of young women. In this month the days are short and the nights long and dark. This is no time to quarrel with ones lover (meaning this is a time for union with one's lover). Keeping this in mind the nayika asks her beloved not to leave her in the month of Pausha. Inscription note: Baramasa poetry by Keshavdas of Orchha. Translation taken from Dwivedi, V.P., 'Barahmasa. The Song of seasons in Literature and Art.' 1980.","This series seems to be drawn, composed and coloured by one artist and is so similar to a Bundi Baramasa painting in Pal, P. 'Dancing to the Flute', p.88, as to suggest them belonging to the same series.  The similarity in foliage depiction, architectural details such as the predominant use of white and green, patterning on walls and rooftops, Krishna's face presenting a distinctive profile with large Bundi eye and prominent nose in all paintings in this series point to the hand of one master artist. Krishna's crown on top of an orange turban is present in all of the paintings including the one in Pal, '97, which  further corroborates these belonging to the same series.

This early Bundi series has a vibrant spirit that is imparted by the interplay of brilliant colours, intense emotional cross currents between the lovers that convey the bhakti or devotion of the times, and a lyricism that makes the paintings come alive. The emphasis on diagonal lines impart movement; the lush vegetation and sensuous figures all contribute to the dynamic vibrancy of these works. The figures are modelled and shaded after Mughal painting to impart volume.",Pal 1993 / Pleasure Gardens of the Mind: Indian Paintings from the Jane Greenough Green Collection; Blurton 2006 / Bengali Myths,Not on display,"2007  Aug-Nov   London, The British Museum, Faith, Narrative and Desire.",,lotus blossom; dancer; actor/actress; poetry; seasons; avatar; deity,Associated with: Keśavdās (Author of the verses only),,,Baramasa (Songs of the Seasons),Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.5.2",,,
,album; miniature; painting,"No: 1999,1202,0.1.9",The month of Sravana. July/August. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
Grey clouds and lightning flashes set the mood for the monsoon season. Peacocks traditionally mate in this season and are shown in pairs symbolizing a time of 'love in union.' The lush foliage appearing because of the rains is depicted as a line of ordered trees in the background. The artist has tried to provide pictorial imagery to Keshav's verses by painting rivers meeting the sea, as rivers flood during the monsoons.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 28.60 centimetres painting including grey and white margins. ; Width: 19.80 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: The poet Keshavdas says that during the month of Sravana the rivers meet the sea making a pleasant scene. Creepers, fresh after the rains cling to trees. There are lightning streaks and peacocks cry out happily. All lovers meet their beloveds in the month of Sravana. In this month one should certainly not even think of venturing outdoors. Inscription note: Verse from poet Keshavdas' Baramasa (song of the seasons).","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105, for examples of Amber paintings from this period.",Ebeling 1973 / Ragmala Painting; Pal 1993 / Pleasure Gardens of the Mind: Indian Paintings from the Jane Greenough Green Collection,Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.9",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_20/1c80a2b2_776b_456b_8e65_a3bb0154a002/preview_00374623_001.jpg,album; painting,"No: 1974,0617,0.10.32",Hindu and Persian Miniatures and Penmanship (Series),,,"Khusrau watching Shirin bathe; single-page painting mounted on album folio, B-side. Khusrau, mounted on horseback with a falcon on his arm, watches Shirin bathing by the river while her horse drinks from it. Four figures in right background. Hilly landscape with trees and buildings in far background. Gold border with colourful flowers and thin red border. Inscribed. Album contains 62 paintings and calligraphies. 
Ink, opaque watercolour and gold on paper. Album covers painted with various hunting scenes.",,,,,,,Islamic,18thC,Made in: Awadh (historic),,paper,,,painted; gilded,"Height: 23.80 centimetres image with borders ; Height: 20.30 centimetres image ; Height: 39.40 centimetres manuscript ; Height: 38.10 centimetres page ; Thickness: 4 centimetres manuscript ; Width: 18.50 centimetres image with borders ; Width: 14.80 centimetres image ; Width: 30 centimetres manuscript ; Width: 28 centimetres page ",Inscription type: inscription Inscription position: centre right edge of image Inscription language: Persian Inscription quoted: خصرو Inscription transliteration: khusru; Inscription type: inscription Inscription position: right of bathing figure by river Inscription language: Persian Inscription quoted: [سري[ن Inscription transliteration: shiri[n],"See 1974,0617,0.10 .1-.62 for all folios included in this album.
See 1974,0617,0.10.31 for image mounted on reverse of this folio.
For spine, front inside cover and front matter inscriptions, see 1974,0617,0.10.1.",,Not on display,,,persian myth/legend; literature; horse/ass,Representation of: Khusrau;  Representation of: Shirin;  Illustration to: Khamsa,,,Khamsa (Khamseh) of Nizami,Transferred from: British Library,,,,1974,"From an album reputed to have been in the collection of the Rohilla ruler Hafiz Rahmat Khan (1723–1774). Later owned by Busick Harwood (1750-1814), an English surgeon in India from 1773-8. According to an inscription on a flyleaf, Harwood purchased the volume ‘from a sepoy officer who had taken it out of the library of Hafez Rahmat’ at the time he was killed in April 1774. Purchased by the British Museum at Sotheby's and Co, 21st June 1858, Lot 1019. Formerly Album 22,470 / Or 55d, transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1974.",,Middle East,,"1974,0617,0.10.32","Miscellaneous number: 22,470; Miscellaneous number: Or 55d",,
,album; miniature; painting,"No: 1999,1202,0.1.4",The month of Pausha. December/January (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The cold month of Pausha is illustrated here. A man and woman wrapped in shawls warm themselves in front of an open stove; the bed inside the pavilion is covered with a cotton filled quilt. The man in the room in the centre of the painting is being massaged with oil while an attendant holds his shawls. A stove heats the room; utensils holding oil and other unguents for massage lie on the floor.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 28.80 centimetres painting including grey and white margins. ; Width: 19.80 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: In the month of Pausha, cold water, dress, food or house are disliked. The earth and sky have become cold. In this season, rich and poor alike enjoy oil massage, cotton (cotton filled or warm clothes), betel chewing, fire (to warm the room), sunshine and the company of young women. In this month the days are short and the nights long and dark. This is no time to quarrel with one's lover (meaning this is a time for union with one's lover). Keeping this in mind the nayika asks her beloved not to leave her in the month of Pausha. Inscription note: Verse from poet Keshavdas' Baramasa (song of the seasons).","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105 for examples of Amber paintings from this period.

The artist has used the hot red colour on the house to suggest the warmth that is craved for in this cold month. The bare landscape in the background projects the steely cold of India's winter in the northern areas. There are no festivities -- the only preoccupation being to keep warm and remain united with one's lover by keeping him home.",Ebeling 1973 / Ragmala Painting,Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; attendant; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.4",,,
,album; miniature; painting,"No: 1999,1202,0.1.2",The month of Phalgun. February/March. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The festival of holi is celebrated in the month of Phalgun (February/March) with great joy. Men and women are sprinkling coloured powder on each other. Coloured powder in shades of lavender and purple cover the earth. In the background the nayika (heroine) pleads with her lover not to leave in this festive season.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 29 centimetres painting including grey and white margins. ; Width: 19.50 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: Rich and poor make merry without a care in the world. Speech is free and unrestrained. Young men and women in every home play holi with great abandon, snatching at each others garments and smearing each others faces with coloured powder. The fragranceof the scented powders (gulal, abira etc.) fill the air. The nayika (heroine) says to the nayaka (hero), 'In such a season of merrymaking, you should not think of leaving home, my love.' Inscription note: Verse from poet Keshavdas of Orccha's (samvat 1612-1674) poetry on Baramasa. Translation taken from Dwivedi, V.P., 'Barahmasa. The Song of Seasons in Literature and Art.' Agam Kala Prakashan.","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105 for examples of Amber paintings from this period.

The paintings in this series are executed in the traditional Indian mode of visualizing space in horizontal bands or registers. There is no sense of realism and no spatial perspective whatsoever. The shaded sky and persianate railing are Mughal influences. The attenuated male figures and graceful females clothed in pale lavenders, dull greys and greens, though not as heavily shaded as popular Mughal prototypes are nevertheless derived from that idiom. The soft palette reminds one of Deccani painting particularly in the use of the colour lavender, a colour derived from Deccani painting.",Ebeling 1973 / Ragmala Painting,Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/2_22/27ae5255_7c18_4ed9_8539_a3d70176b7f4/preview_01098178_001.jpg,album; painting,"No: 1999,1202,0.5.4",The month of Asoj (Object),,,"One of a series of eight paintings bound in an album. The series are from a 'Baramasa' set or 'Songs of the seasons' providing visual imagery for Baramasa poetry. The main theme is that of nayakas' and nayikas' (lovers) love in union and in separation and their relationship with the months of the year.
The painting is divided into three sections in order to illustrate the text fully. To the left of the illustration Radha and Krishna are shown on an open terrace in an architectural setting. Krishna appears to be leaving while Radha offers him a betelnut in an attempt to make him stay. A lady attendant with a flywhisk stands next to them. Krishna is garbed in gold jama with a flower pattern, bright orange pyjamas and crowned with the quintessential lotus blossoms sprouting from a gold crown over an orange turban. 

The second section, the background of the painting depicts a night scene with Krishna dancing the Raslila and a King touring his kingdom, providing direct visual imagery to Keshavdas' text. Two Brahmins perform Durgā pūjā (prayers) in front of a golden palace.

The third section depicts a thin lined horizon with rising sun, a forested landscape, lotus pool in the foreground with pandits reciting prayers for dead ancestors.",Author: Keśavdās (Author of the verses only),,,,,,,1675-1700 (circa),Made in: Bundi District,,,,,painted,Height: 30.60 centimetres page ; Height: 26 centimetres painting including black and white margins ; Width: 17.30 centimetres; Width: 22 centimetres,"Inscription type: inscription Inscription position: front page Inscription quoted: Album no.10; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: During this month the spirits of the ancestors come down to earth to receive propitiations.  People worship the nine Durgas for success in life and salvation beyond. Kings accompanied by pandits (religious advisors) set out on tour to see their kingdoms. The poet Keshavdas says, the sky is clear after the rainy season and lotuses are in bloom. The moon illuminates the nights which tend to be clear in this month. Lord Visnu and consort, Lakshmi dance a celestial dance. The nayika requests her lover not to leave her in this month which is perfect for making love. Inscription note: Poetry on Baramasa by Keshavdas of Orccha. Translation taken from Dwivedi, V.P. 'Barahmasa. The Song of Seasons in Literature and Art.' 1980.","This series seems to be drawn, composed and coloured by one artist and is so similar to a Bundi Baramasa painting in Pal, P. 'Dancing to the Flute', p.88, as to suggest them belonging to the same series.  The similarity in foliage depiction, architectural details such as the predominant use of white and green, patterning on walls and rooftops, Krishna's face presenting a distinctive profile with large Bundi eye and prominent nose in all paintings in this series point to the hand of one master artist. Krishna's crown on top of an orange turban is present in all of the paintings including the one in Pal, '97, which  further corroborates these belonging to the same series.

This early Bundi series has a vibrant spirit that is imparted by the interplay of brilliant colours, intense emotional cross currents between the lovers that convey the bhakti or devotion of the times, and a lyricism that makes the paintings come alive. The emphasis on diagonal lines impart movement; the lush vegetation and sensuous figures all contribute to the dynamic vibrancy of these works. The figures are modelled and shaded after Mughal painting to impart volume.",Pal 1993 / Pleasure Gardens of the Mind: Indian Paintings from the Jane Greenough Green Collection; Blurton 2006 / Bengali Myths,Not on display,"Exhibited:
2007  Aug-Nov, London, The British Museum, Faith, Narrative and Desire.
Covered due to pandemic 04/2020 - 10/2021
2019 Dec - 2022 Jun, London, BM, G33, rotation",,lotus blossom; dancer; actor/actress; poetry; seasons; avatar; deity; king/queen; attendant,Representation of: Durgā;  Associated with: Keśavdās (Author of the verses only),,,Baramasa (Songs of the Seasons),Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.5.4",,,
,album; miniature; painting,"No: 1999,1202,0.1.13",An elephant. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
An elephant being coaxed to cross a low wall by his mount who prods the elphant with an ankush.",,,,,,,,,Made in: Rajasthan,,textile; paper,,,painted,,"Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included",,Ebeling 1973 / Ragmala Painting; Pal 1993 / Pleasure Gardens of the Mind: Indian Paintings from the Jane Greenough Green Collection,Not on display,,,literature; elephant,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.13",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/f9b4e318_9032_444b_8eba_a3bb0055eb05/preview_00302814_001.jpg,album; miniature; painting,"No: 1999,1202,0.1.3",The month of Magha. January/February. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The artist has captured the mood of Vasant panchmi (a spring festival) by depicting men and women throwing rangoli (coloured powder) on each other, while trays of green and purple rangoli lie ready for use. Peacocks and other birds are on trees in the background, bees hum over the heads of the lovers and musicians, females play various musical instruments and sing in anticipation of spring.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 29 centimetres painting including grey and white margins. ; Width: 20.20 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: Forests and gardens echo the sweet notes of the peacock, pigeon and koel (a bird). The poet Keshavdas says that bees are humming around as if they have lost their way. All ten directions are scented with musk, camphor and sandalwood. The sweet sounds of the mridanga and other musical instruments are heard throughout the night. Young men and holy men, all celebrate the festival of Vasant. The nayika says to her beloved, 'If you love me, do not leave me in the month of Magha.' Inscription note: Verse from poet Keshavdas of Orchha's poetry on Barahmasa. Translation taken from Dwivedi, V.P., 'Barahmasa, The Song of Seasons in Literature and Art.' 1980.","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105 for examples of Amber paintings from this period.

Niches with inset flowering plant painted on white walls and soft shading are Mughal influences. The lavender tree trunks, mauve and purple coloured powder are Deccani influences.","Ebeling 1973 / Ragmala Painting; Ahluwalia 2008 / Rajput Painting: Romantic, Divine and Courtly Art from India",Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; musician; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_17/cb213eec_23ab_4c9a_8f41_a3b7011d13b5/preview_00090284_001.jpg,album; painting,"No: 1920,0917,0.95",,,,"Painting, detached album leaf. Two miniatures mounted together. Upper register iIllustrates a man, arm extended, attempting to touch (or presumably catch) a fox, in a landscape setting; below a woman watches as a cobra, dripping blood, emerges from a hole in the wall. The woman stands within a courtyard, arm extended and holding a cup.  No text. Painted in opaque watercolour on paper.",,,,,,,Mughal dynasty,1600 (circa),Made in: India (historic - pre-1947),,paper,,,painted,"Height: 18.20 centimetres image ; Height: 42.20 centimetres sheet ; Width: 10 centimetres image ; Width: 28.80 centimetres sheet ",,,,Not on display,,,mammal; reptile; literature; architecture; landscape,Representation of: Anwár i-Suḥaylí,,,,Transferred from: British Library; Purchased from: B Zuasitch,,,Previous owner/ex-collection: Col Anthony Polier; Previous owner/ex-collection: W Bechford,1920,"Folio 20 of an album formerly in the collection of Antoine Polier, later acquired by William Beckford. Acquired by the British Museum from Bernard Quaritch in 1860.
27 folios with 36 paintings. Previously known as album Add 23610 / Or 65c. Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB). Now 1920,0917,0.76-111.",,Asia,,"1920,0917,0.95",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_13/914c8744_98a1_4f9e_a87a_a3bc00db200a/preview_00418432_001.jpg,album; miniature; painting,"No: 1999,1202,0.1.8",The month of Bhadrapada or Bhadon. August/September. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The month of Bhadrapada or Bhadon is the monsoon season. Dark, grey clouds and flashes of lightning dramatically coloured gold and orange portray the atmosphere of the rainy season. The predominant use of grey in this illustration conveys the atmosphere of menacing clouds on the horizon.  In the foreground, elephants break trees and lions and tigers roar, emphasizing the unsettled nature of the monsoon season.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 28.70 centimetres painting including grey and white margins. ; Width: 19.80 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: Dark clouds have gathered all around and loud sounds of thunder can be heard. Rain pours in torrents. Cicadas chirp continuously and strong winds blow fiercely. Tigers and lions roar and herds of elephants break trees. There is no longer any difference between night and day because of the constantly cloudy sky. One's own home is like nectar while venturing outdoors is comparable to poison. The poet is of the opinion that one should not leave home during this month. Inscription note: Verse from poet Keshavdas' Baramasa (song of seasons).","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105 for examples of Amber paintings from this period.",Ebeling 1973 / Ragmala Painting,Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.8",,,
